model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,encoder_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)cp,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,(e)workers,(e)tp,(e)pp,(e)parallel,(e)memory,power_w,tokens/s/gpu_cluster
/tmp/n3u-fp4,96000,900,92000,80,6.5,1,1,1,16,16,5,217.753,12.593,11538.86,0.0,6.5,0.271,5849.82,243.743,79.408,8.266,1.413,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,4,1,tp4pp1dp1etp4ep1,fp8_static,fp8,fp8,nvfp4,half,122.34,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,243.74300000000002
/tmp/n3u-fp4,96000,900,92000,65,5.612,1,1,1,13,13,5,217.753,11.857,10877.196,0.0,5.612,0.234,5050.8,210.45,84.341,8.266,1.22,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,4,1,tp4pp1dp1etp4ep1,fp8_static,fp8,fp8,nvfp4,half,114.855,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,210.44999999999996
/tmp/n3u-fp4,96000,900,92000,60,5.193,1,1,1,12,12,5,217.753,11.828,10851.125,0.0,5.193,0.216,4674.06,194.752,84.548,8.266,1.129,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,112.359,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,194.75200000000004
/tmp/n3u-fp4,96000,900,92000,56,4.883,1,1,1,28,28,2,166.711,11.735,10716.476,0.0,4.883,0.203,4395.024,183.126,85.215,10.797,2.654,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,114.613,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,183.126
/tmp/n3u-fp4,96000,900,92000,50,4.664,1,1,1,10,10,5,217.753,10.965,10075.288,0.0,4.664,0.194,4197.96,174.915,91.197,8.266,1.014,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,4,1,tp4pp1dp1etp4ep1,fp8_static,fp8,fp8,nvfp4,half,107.369,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,174.915
/tmp/n3u-fp4,96000,900,92000,44,4.23,1,1,1,22,22,2,166.711,10.644,9735.667,0.0,4.23,0.176,3807.144,158.631,93.946,10.797,2.299,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,99.642,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,158.631
/tmp/n3u-fp4,96000,900,92000,36,3.715,1,1,1,18,18,2,166.711,9.917,9082.094,0.0,3.715,0.155,3343.464,139.311,100.842,10.797,2.019,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,89.662,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,139.311
/tmp/n3u-fp4,96000,900,92000,35,3.625,1,1,1,7,7,5,217.753,9.877,9097.176,0.0,3.625,0.151,3262.32,135.93,101.249,8.266,0.788,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,2,2,tp4pp1dp1etp2ep2,fp8_static,fp8,fp8,nvfp4,half,99.884,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,135.93
/tmp/n3u-fp4,96000,900,92000,32,3.417,1,1,1,16,16,2,166.711,9.582,8780.929,0.0,3.417,0.142,3075.192,128.133,104.362,10.797,1.857,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8_static,fp8,fp8,nvfp4,half,84.672,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,128.133
/tmp/n3u-fp4,96000,900,92000,26,2.973,1,1,1,13,13,2,166.711,8.951,8213.66,0.0,2.973,0.124,2676.096,111.504,111.721,10.797,1.616,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,77.187,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,111.504
/tmp/n3u-fp4,96000,900,92000,24,2.788,1,1,1,12,12,2,166.711,8.809,8086.002,0.0,2.788,0.116,2508.84,104.535,113.516,10.797,1.515,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8_static,fp8,fp8,nvfp4,half,74.691,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,104.53500000000001
/tmp/n3u-fp4,96000,900,92000,20,2.406,1,1,1,4,4,5,217.753,8.502,7861.051,0.0,2.406,0.1,2165.22,90.218,117.623,8.266,0.523,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,4,1,tp4pp1dp1etp4ep1,fp8_static,fp8,fp8,nvfp4,half,92.399,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,90.218
/tmp/n3u-fp4,96000,900,92000,15,1.941,1,1,1,3,3,5,217.753,7.9,7319.853,0.0,1.941,0.081,1747.08,72.795,126.584,8.266,0.422,24,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,85.245,sglang,0.5.14,gb300,4,1,1,2,2,tp4pp1dp1etp2ep2,fp8_static,fp8,fp8,nvfp4,half,89.904,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,72.795
/tmp/n3u-fp4,96000,900,92000,12,1.628,1,1,1,6,6,2,166.711,7.541,6946.07,0.0,1.628,0.068,1465.56,61.065,132.609,10.797,0.885,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,59.721,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,61.065
/tmp/n3u-fp4,96000,900,92000,8,1.183,1,1,1,4,4,2,166.711,6.923,6390.488,0.0,1.183,0.049,1064.808,44.367,144.446,10.797,0.643,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,54.731,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,44.367
/tmp/n3u-fp4,96000,900,92000,6,0.962,1,1,1,3,3,2,166.711,6.377,5899.634,0.0,0.962,0.04,866.088,36.087,156.82,10.797,0.523,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8_static,fp8,fp8,nvfp4,half,52.236,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,36.087
/tmp/n3u-fp4,96000,900,92000,2,0.342,1,1,1,1,1,2,166.711,5.974,5537.337,0.0,0.342,0.014,308.016,12.834,167.391,10.797,0.186,24,8,1,1,1,8,1,tp8pp1dp1etp1ep8,fp8_static,fp8,fp8,nvfp4,half,47.577,sglang,0.5.14,gb300,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,47.245,sglang,0.5.14,gb300,0,0,0,,0.0,0.0,12.833999999999998
