model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,encoder_latency,encoder_memory,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,cp,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
/tmp/n3u-fp4,96000,900,0,48,0.601,12,48,22602.643,88.439,102109.716,0,0.0,0.601,0.15,540.346,135.086,11.307,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,166.051,0.417,1.0,11.0,3083.0,3072,11.0,sglang,0.5.14,gb300,0.0,135.086
/tmp/n3u-fp4,96000,900,0,44,0.59,11,44,22516.461,82.502,96685.349,0,0.0,0.59,0.148,530.728,132.682,12.121,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,161.061,0.382,1.0,10.0,3082.0,3072,10.0,sglang,0.5.14,gb300,0.0,132.682
/tmp/n3u-fp4,96000,900,0,40,0.578,10,40,22430.279,76.553,91251.616,0,0.0,0.578,0.145,519.699,129.925,13.063,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,156.07,0.347,1.0,9.0,3081.0,3072,9.0,sglang,0.5.14,gb300,0.0,129.925
/tmp/n3u-fp4,96000,900,0,36,0.563,9,36,22344.097,70.666,85873.262,0,0.0,0.563,0.141,506.388,126.597,14.151,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,151.08,0.312,1.0,8.0,3080.0,3072,8.0,sglang,0.5.14,gb300,0.0,126.597
/tmp/n3u-fp4,96000,900,0,36,0.562,9,36,21687.184,70.636,85189.115,0,0.0,0.562,0.141,505.384,126.346,14.157,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,151.314,0.234,1.0,8.0,4104.0,4096,8.0,sglang,0.5.14,gb300,0.0,126.346
/tmp/n3u-fp4,96000,900,0,20,0.279,10,20,19460.783,66.633,79363.943,0,0.0,0.279,0.139,250.821,125.41,15.008,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,241.163,0.013,1.0,9.0,80201.0,80192,9.0,sglang,0.5.14,gb300,0.0,125.41000000000001
/tmp/n3u-fp4,96000,900,0,24,0.276,12,24,21686.082,63.353,78640.485,0,0.0,0.276,0.138,247.751,123.876,15.785,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,276.649,0.007,2.0,10.0,192010.0,192000,10.0,sglang,0.5.14,gb300,0.0,123.87600000000002
/tmp/n3u-fp4,96000,900,0,48,0.547,12,48,23120.272,61.862,78733.959,0,0.0,0.547,0.137,491.756,122.939,16.165,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,209.149,0.007,2.0,10.0,192010.0,192000,10.0,sglang,0.5.14,gb300,0.0,122.93900000000001
/tmp/n3u-fp4,96000,900,0,18,0.27,9,18,19060.311,61.006,73904.847,0,0.0,0.27,0.135,242.845,121.422,16.392,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,236.173,0.012,1.0,8.0,80200.0,80192,8.0,sglang,0.5.14,gb300,0.0,121.42199999999998
/tmp/n3u-fp4,96000,900,0,22,0.269,11,22,20186.368,59.696,73853.327,0,0.0,0.269,0.135,242.038,121.019,16.751,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,268.053,0.007,2.0,9.0,176201.0,176192,9.0,sglang,0.5.14,gb300,0.0,121.019
/tmp/n3u-fp4,96000,900,0,20,0.268,10,20,21178.856,49.482,65663.149,0,0.0,0.268,0.134,240.887,120.443,20.209,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,266.668,0.006,2.0,8.0,192008.0,192000,8.0,sglang,0.5.14,gb300,0.0,120.443
/tmp/n3u-fp4,96000,900,0,40,0.529,10,40,22579.678,48.357,66052.541,0,0.0,0.529,0.132,475.455,118.864,20.68,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,199.168,0.006,2.0,8.0,192008.0,192000,8.0,sglang,0.5.14,gb300,0.0,118.86399999999999
/tmp/n3u-fp4,96000,900,0,16,0.257,8,16,20672.076,35.628,52701.397,0,0.0,0.257,0.129,231.217,115.609,28.068,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,256.687,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,115.609
/tmp/n3u-fp4,96000,900,0,16,0.256,8,16,20940.994,35.535,52887.358,0,0.0,0.256,0.128,230.068,115.034,28.141,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,256.687,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,115.034
/tmp/n3u-fp4,96000,900,0,32,0.504,8,32,22039.532,34.871,53388.96,0,0.0,0.504,0.126,452.806,113.202,28.677,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,189.187,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,113.202
/tmp/n3u-fp4,96000,900,0,64,0.966,8,64,24743.608,33.456,54820.547,0,0.0,0.966,0.121,868.859,108.607,29.89,8,1,1,8,4,2,1,tp1pp1dp8etp4ep2,fp8_static,fp8,fp8,nvfp4,half,155.437,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,108.60700000000001
/tmp/n3u-fp4,96000,900,0,12,0.241,6,12,20165.019,32.991,49824.119,0,0.0,0.241,0.121,216.665,108.333,30.311,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,246.707,0.003,2.0,4.0,192004.0,192000,4.0,sglang,0.5.14,gb300,0.0,108.33300000000001
/tmp/n3u-fp4,96000,900,0,12,0.24,6,12,20427.375,32.824,49936.389,0,0.0,0.24,0.12,216.177,108.088,30.465,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,246.707,0.003,2.0,4.0,192004.0,192000,4.0,sglang,0.5.14,gb300,0.0,108.08800000000001
/tmp/n3u-fp4,96000,900,0,24,0.475,6,24,21499.107,32.278,50517.103,0,0.0,0.475,0.119,427.376,106.844,30.981,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,179.207,0.003,2.0,4.0,192004.0,192000,4.0,sglang,0.5.14,gb300,0.0,106.844
/tmp/n3u-fp4,96000,900,0,10,0.228,5,10,10698.724,31.917,39392.24,0,0.0,0.228,0.114,204.72,102.36,31.331,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,219.817,0.006,1.0,4.0,96004.0,96000,4.0,sglang,0.5.14,gb300,0.0,102.36
/tmp/n3u-fp4,96000,900,0,10,0.228,5,10,10836.464,31.714,39346.905,0,0.0,0.228,0.114,204.655,102.327,31.532,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,219.817,0.006,1.0,4.0,96004.0,96000,4.0,sglang,0.5.14,gb300,0.0,102.327
/tmp/n3u-fp4,96000,900,0,12,0.227,6,12,17071.755,31.047,44983.346,0,0.0,0.227,0.114,204.192,102.096,32.209,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,237.626,0.004,2.0,4.0,152196.0,152192,4.0,sglang,0.5.14,gb300,0.0,102.096
/tmp/n3u-fp4,96000,900,0,12,0.227,6,12,17284.916,30.85,45019.311,0,0.0,0.227,0.113,203.671,101.836,32.415,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,237.626,0.004,2.0,4.0,152196.0,152192,4.0,sglang,0.5.14,gb300,0.0,101.836
/tmp/n3u-fp4,96000,900,0,24,0.447,6,24,18155.685,30.181,45288.313,0,0.0,0.447,0.112,402.225,100.556,33.134,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,170.126,0.004,2.0,4.0,152196.0,152192,4.0,sglang,0.5.14,gb300,0.0,100.556
/tmp/n3u-fp4,96000,900,0,8,0.218,4,8,16896.289,27.391,41520.424,0,0.0,0.218,0.109,196.298,98.149,36.509,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,211.22,0.005,1.0,3.0,80195.0,80192,3.0,sglang,0.5.14,gb300,0.0,98.149
/tmp/n3u-fp4,96000,900,0,16,0.434,4,16,17836.321,26.866,41989.158,0,0.0,0.434,0.109,390.452,97.613,37.221,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,143.72,0.005,1.0,3.0,80195.0,80192,3.0,sglang,0.5.14,gb300,0.0,97.613
/tmp/n3u-fp4,96000,900,0,8,0.215,4,8,10578.244,24.194,32328.714,0,0.0,0.215,0.108,193.425,96.712,41.332,2,1,1,2,2,1,1,tp1pp1dp2etp2ep1,fp8_static,fp8,fp8,nvfp4,half,214.827,0.004,1.0,3.0,96003.0,96000,3.0,sglang,0.5.14,gb300,0.0,96.712
/tmp/n3u-fp4,96000,900,0,16,0.429,4,16,11127.512,23.468,32225.558,0,0.0,0.429,0.107,385.266,96.316,42.611,4,1,1,4,2,2,1,tp1pp1dp4etp2ep2,fp8_static,fp8,fp8,nvfp4,half,147.327,0.004,1.0,3.0,96003.0,96000,3.0,sglang,0.5.14,gb300,0.0,96.31599999999999
/tmp/n3u-fp4,96000,900,0,8,0.21,8,8,12296.094,22.401,32434.708,0,0.0,0.21,0.105,188.825,94.413,44.641,2,2,1,1,2,1,1,tp2pp1dp1etp2ep1,fp8_static,fp8,fp8,nvfp4,half,204.519,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,94.413
/tmp/n3u-fp4,96000,900,0,6,0.198,6,6,11994.738,20.449,30378.329,0,0.0,0.198,0.099,177.68,88.84,48.902,2,2,1,1,2,1,1,tp2pp1dp1etp2ep1,fp8_static,fp8,fp8,nvfp4,half,199.529,0.003,2.0,4.0,192004.0,192000,4.0,sglang,0.5.14,gb300,0.0,88.83999999999999
/tmp/n3u-fp4,96000,900,0,5,0.189,5,5,6331.327,19.457,23823.205,0,0.0,0.189,0.094,169.637,84.819,51.395,2,2,1,1,2,1,1,tp2pp1dp1etp2ep1,fp8_static,fp8,fp8,nvfp4,half,183.557,0.006,1.0,4.0,96004.0,96000,4.0,sglang,0.5.14,gb300,0.0,84.819
/tmp/n3u-fp4,96000,900,0,6,0.187,6,6,10102.885,19.264,27421.638,0,0.0,0.187,0.094,168.221,84.111,51.909,2,2,1,1,2,1,1,tp2pp1dp1etp2ep1,fp8_static,fp8,fp8,nvfp4,half,193.94,0.004,2.0,4.0,152196.0,152192,4.0,sglang,0.5.14,gb300,0.0,84.111
/tmp/n3u-fp4,96000,900,0,2,0.18,1,2,26797.871,12.291,37847.393,0,0.0,0.18,0.09,161.679,80.84,81.361,2,1,1,2,1,2,1,tp1pp1dp2etp1ep2,fp8_static,fp8,fp8,nvfp4,half,178.189,0.104,1.0,1.0,1024.0,1024,1.0,sglang,0.5.14,gb300,0.0,80.84
/tmp/n3u-fp4,96000,900,0,5,0.265,5,5,5778.052,11.62,16224.69,0,0.0,0.265,0.066,238.094,59.524,86.056,4,4,1,1,2,2,1,tp4pp1dp1etp2ep2,fp8_static,fp8,fp8,nvfp4,half,109.415,0.004,2.0,3.0,128195.0,128192,3.0,sglang,0.5.14,gb300,0.0,59.524
/tmp/n3u-fp4,96000,900,0,1,0.132,1,1,28199.135,8.364,35718.611,0,0.0,0.132,0.066,118.963,59.481,119.556,2,2,1,1,1,2,1,tp2pp1dp1etp1ep2,fp8_static,fp8,fp8,nvfp4,half,160.2,0.208,1.0,1.0,512.0,512,1.0,sglang,0.5.14,gb300,0.0,59.481
/tmp/n3u-fp4,96000,900,0,2,0.184,2,2,4866.017,8.137,12180.848,0,0.0,0.184,0.046,165.576,41.394,122.901,4,4,1,1,2,2,1,tp4pp1dp1etp2ep2,fp8_static,fp8,fp8,nvfp4,half,93.717,0.004,1.0,1.0,56193.0,56192,1.0,sglang,0.5.14,gb300,0.0,41.394
/tmp/n3u-fp4,96000,900,0,1,0.179,1,1,19159.027,6.169,24704.715,0,0.0,0.179,0.045,161.367,40.342,162.108,4,4,1,1,2,2,1,tp4pp1dp1etp2ep2,fp8_static,fp8,fp8,nvfp4,half,84.913,0.208,1.0,1.0,512.0,512,1.0,sglang,0.5.14,gb300,0.0,40.342
/tmp/n3u-fp4,96000,900,0,1,0.179,1,1,20397.38,6.169,25943.04,0,0.0,0.179,0.045,161.32,40.33,162.109,4,4,1,1,1,4,1,tp4pp1dp1etp1ep4,fp8_static,fp8,fp8,nvfp4,half,84.913,0.208,1.0,1.0,512.0,512,1.0,sglang,0.5.14,gb300,0.0,40.33
/tmp/n3u-fp4,96000,900,0,1,0.2,1,1,14743.954,5.532,19716.798,0,0.0,0.2,0.025,180.072,22.509,180.782,8,8,1,1,4,2,1,tp8pp1dp1etp4ep2,fp8_static,fp8,fp8,nvfp4,half,47.245,0.208,1.0,1.0,512.0,512,1.0,sglang,0.5.14,gb300,0.0,22.509
