id,arm,policy,clients,gpus,recipe_point,sim_total_tokens_s_gpu,sim_output_tokens_s_gpu,sim_requests_s,sim_goodput_requests_s,sim_ttft_p95_s,sim_ttft_p50_s,sim_ttft_p99_s,sim_itl_mean_ms,sim_itl_p50_ms,sim_cached_input_percent,sim_mean_input_tokens,sim_mean_output_tokens,sim_successful_requests,sim_request_errors,sim_goodput_percent
disagg4-12-kv-c96,4:12,kv,96,64,False,2844.8176016051907,31.999120560109287,2.076775956284153,2.053005464480874,2.073048626,0.120203046,5.164171431,6.729726243700516,6.77,93.30538816748228,86682.62083936324,986.1168267333246,7601,0,98.8554137613472
disagg4-12-rr-c96,4:12,rr,96,64,False,2761.4931113760213,30.80403610354223,2.0228882833787463,1.8098092643051769,8.389846249699998,0.48406091399999995,19.547143115459892,6.827889772219643,6.77,81.8489197388305,86393.3526400862,974.5759698275862,7424,0,89.4665948275862
disagg8-8-kv-c96,8:8,kv,96,64,False,2830.2441939890705,31.85538763661202,2.0685792349726775,2.05,1.828925152,0.110456853,4.690554139100002,7.0851162789757804,7.17,93.4038543725961,86579.65843349624,985.5773345661075,7571,0,99.10183595297846
disagg8-8-rr-c96,8:8,rr,96,64,False,2755.151741803278,30.652155908469943,2.021584699453552,1.7800546448087429,8.596142131999999,0.685482234,12.715626381339998,7.172271498065644,7.17,69.98208986725443,86253.11298824166,970.3961346127855,7399,0,88.05243951885389
disagg12-4-kv-c96,12:4,kv,96,64,False,2788.2954827997273,31.092643051771113,2.039237057220708,1.9722070844686646,1.750270496199997,0.110456853,4.314981463490001,8.133133270962112,7.97,93.47922029765724,86532.8438001069,975.820416889364,7484,0,96.71298770710851
disagg12-4-rr-c96,12:4,rr,96,64,False,2696.125627561475,30.081877561475405,1.9953551912568304,1.6898907103825134,8.538483609199972,0.9031472079999999,11.941969794259993,8.377616438194426,8.37,60.49212238499205,85511.99342735863,964.8608790907846,7303,0,84.69122278515677
disagg4-12-kv-c192,4:12,kv,192,64,False,5260.431352179836,51.70852775885558,3.5269754768392367,3.4659400544959125,3.090140099099997,0.142944162,5.6445462340899875,7.187680241184168,7.17,92.97853698843188,94516.75038627935,938.2956582200247,12944,0,98.26946847960444
disagg4-12-rr-c192,4:12,rr,192,64,False,4822.551758344686,48.15489611716621,3.2792915531335147,2.0111716621253404,31.936452084699994,2.92171863,49.609496099759994,7.805272606358906,7.569999999999999,80.96695274348438,93179.08890735355,939.810718737017,12035,0,61.329455754050684
disagg8-8-kv-c192,8:8,kv,192,64,False,5235.890731437329,51.50325272479564,3.515531335149863,3.467029972752043,2.2944655373999994,0.11695431499999999,4.929992508269998,7.737919993779641,7.569999999999999,93.20916444851139,94381.4083862967,937.613083242908,12902,0,98.62036893504883
disagg8-8-rr-c192,8:8,rr,192,64,False,4884.215876192097,48.70875340599454,3.3119891008174385,2.187193460490463,20.188736543199973,2.313956139,32.586167953339924,8.45370638572039,7.97,68.21044049142985,93440.05865898807,941.2350473056356,12155,0,66.0386672151378
disagg12-4-kv-c192,12:4,kv,192,64,False,5102.995572207084,50.460051941416886,3.449318801089918,2.0738419618528607,2.1932974155999956,0.113705584,4.96354111704,9.841523388203544,9.969999999999999,93.15855214575924,93746.70534797378,936.2553914211234,12659,0,60.123232482818544
disagg12-4-rr-c192,12:4,rr,192,64,False,4747.575366144413,47.07739696866484,3.237329700272479,0.9727520435967302,12.640824359,1.894010152,22.95046249780007,10.96275972355016,10.77,59.03557943714336,92925.92904637656,930.6909351064725,11881,0,30.047975759616197
disagg4-12-kv-c384,4:12,kv,384,64,False,10496.41276822207,105.472939373297,7.055040871934604,6.2991825613079016,5.577434519299999,0.4892359965,9.38116602917,8.582464742552464,8.37,92.12241004041907,94261.70040939287,956.8007106442144,25892,0,89.2862660281168
disagg4-12-rr-c384,4:12,rr,384,64,False,5067.433821525885,51.09052707765667,3.4711171662125335,0.4460490463215258,158.78114883779972,29.493376193,184.09256375391985,13.20191205337611,11.17,76.51660720810148,92490.67532773373,942.0003924954863,12739,0,12.850302221524453
disagg6-10-kv-c384,6:10,kv,384,64,False,10515.53166723433,105.64297513623977,7.065395095367847,6.119346049046321,3.627001030649998,0.172182741,6.11210213899999,9.011645125232095,8.77,92.16066996033678,94295.2046278442,956.9387581951407,25930,0,86.61010412649442
disagg6-10-rr-c384,6:10,rr,384,64,False,5829.567213044958,59.42024438010898,4.059400544959128,0.08910081743869208,92.07144571819994,28.6378979845,130.85212138948017,14.074290606393973,13.969999999999999,69.34049081610539,90971.41361256545,936.8121224325413,14898,0,2.1949254933548126
disagg8-8-kv-c384,8:8,kv,384,64,False,10388.916020946865,104.34703252724795,6.982833787465939,4.216893732970027,2.970854070899983,0.149441624,5.59700014203997,9.907757651448108,9.969999999999999,92.19076294281128,94261.50403870917,956.375346314434,25627,0,60.38943301986186
disagg8-8-rr-c384,8:8,rr,384,64,False,6240.544490803814,63.14311563351498,4.353133514986376,0.6686648501362397,93.94321693225,15.9129146565,130.09257600875,15.26549809015279,12.77,63.69745860677912,90820.4829118678,928.3334376564848,15976,2,15.360540811216824
disagg10-6-kv-c384,10:6,kv,384,64,False,10108.230777418255,101.1255279291553,6.807901907356947,0.9441416893732969,2.6643586725999993,0.13319797,5.055545177959999,11.748377512526192,11.57,92.4706106755727,94075.20036021613,950.6649589753853,24985,0,13.868320992595558
disagg10-6-rr-c384,10:6,rr,384,64,False,6855.714782016348,69.26767711171661,4.782016348773841,0.002724795640326975,61.264071898699974,12.068428628,107.18911551842982,17.557254175590217,17.169999999999998,59.30833646260842,90826.25048433048,927.0422792022792,17550,1,0.05698005698005698
disagg4-12-rr-c768,4:12,rr,768,64,False,3040.4193290190733,30.997309264305173,2.0940054495912803,0.09346049046321525,391.91016284419993,293.215432125,481.75971847459994,25.592332118767082,26.77,60.28099498429832,91978.27508132726,947.3842550422902,7685,5,4.463240078074171
