id,policy,clients,summary,gcs_summary,gcs_console,architecture,input_root,campaign,artifact,is_new,new_since_previous_report,total_tok_s_gpu,output_tok_s_gpu,requests_s,input_tokens_p50,output_tokens_p50,ttft_p95_s,itl_mean_ms,itl_p90_ms,cache_pct,successful_requests,request_errors,gpus,fleet,router_flags,ttft_p50_s,ttft_p99_s,submission_valid,benchmark_id,itl_p50_ms,output_tokens_p99,e2e_normalized_interactivity_p90_tps,e2e_normalized_latency_p90_ms_per_token,e2e_p95_s,interactivity_valid_requests,interactivity_excluded_successful_requests,ttft_slo_pass,interactivity_slo_pass,combined_slo_pass,request_metrics_file,request_metrics_source_sha256,warmup_requests,warmup_errors,request_error_rate_pct,warmup_wall_s,client_inflight_mean,client_inflight_peak,ttft_q1_p50_s,ttft_q4_p50_s,source_trace_count,turn_index_p50,post_knee,eligible,clients_per_gpu,total_tok_s_fleet,output_tok_s_fleet
n3u-agg-ns2-agentx-rr-c384,rr,384,hardware/n3u-agg-ns2-agentx-rr-c384.json,gs://alisachen-models/perf/1789567077_alisachen-n3u-agg-ns2-agentx-rr-c384/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c384_20260916_135817/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789567077_alisachen-n3u-agg-ns2-agentx-rr-c384,agg,agentx-agg-kv-rr-data,agg-20260916,1789567077_alisachen-n3u-agg-ns2-agentx-rr-c384,False,False,5076.007624767205,49.64641718662606,1.3607605858129257,76569.0,402.5,494.981526287,71.06622680930381,126.39467245289572,30.122955847243254,4994,14,24,n3u-agg-ns2,--router-mode round-robin,78.266445253,600.1368975332998,True,93688aa828ac,57.038205,7344.5199999999895,0.6059020449554375,1650.4317955776949,563.9862737567997,4994,0,False,False,False,request-metrics/n3u-agg-ns2-agentx-rr-c384.csv.gz,0db2c165b564101acada7ce49979ecef7690dcb19b7c061235313cf7a17049f1,349,0,0.2795527156549521,,,,,,,,True,False,16.0,121824.18299441293,1191.5140124790255
1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160,kvs3c10,160,hardware/1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160.json,gs://alisachen-models/perf/1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c160_20260920_135606/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160,agg,agentx-serving-perf-data,agg-slo10-20260920,1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160,True,True,10073.094572700107,108.52378449621885,2.72923360706231,74302.0,404.0,4.745129029600002,19.64200050803284,28.31299869231104,85.0138105804714,9989,0,24,n3u-agg-ns2,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0,0.6514277869999999,9.666504054360022,True,6b31e7ea7695,15.642463774685892,9097.840000000026,26.322892817550024,37.98974553941424,63.36740453800006,9989,0,True,True,True,request-metrics/1789912551_alisachen-n3u-agg-ns2-agentx-kvs3c10-c160.csv.gz,e6330529fc7e01b960e514c42276f450255fffe6d7cd1bd90dd69e2e84077ae9,158,0,0.0,1389.420654477,48.60696939652671,95,0.7150688629999999,0.652834131,217,11.0,False,True,6.666666666666667,241754.26974480256,2604.5708279092523
n3u-agg-ns2-agentx-kvs3c08-c96,kvs3c08,96,hardware/n3u-agg-ns2-agentx-kvs3c08-c96.json,gs://alisachen-models/perf/1789582550_alisachen-n3u-agg-ns2-agentx-kvs3c08-c96/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c96_20260916_181609/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789582550_alisachen-n3u-agg-ns2-agentx-kvs3c08-c96,agg,agentx-agg-kv-rr-data,agg-20260916,1789582550_alisachen-n3u-agg-ns2-agentx-kvs3c08-c96,False,False,7045.363834965239,78.35106620589502,1.9696711739879866,69912.0,429.0,3.1121206455999975,13.340415370525843,18.299537094533637,86.24548126318845,7209,0,24,n3u-agg-ns2,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0 --router-kv-overlap-score-credit 0.8,0.47486287899999996,6.700890438280001,True,dbfe7f1631e6,10.886337517269503,7571.880000000001,39.49296181617501,25.320967433504393,40.73554259579998,7209,0,True,True,True,request-metrics/n3u-agg-ns2-agentx-kvs3c08-c96.csv.gz,ffc8d1ad8859a1366437b1cdcf7fa0dae6cf02164699f41e9cb1e7b8d8ea5494,91,0,0.0,,,,,,,,False,True,4.0,169088.73203916574,1880.4255889414806
1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160,kvs3c08,160,hardware/1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160.json,gs://alisachen-models/perf/1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c160_20260920_104516/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160,agg,agentx-serving-perf-data,agg-slo10-20260920,1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160,True,True,9894.38214537457,105.19270895826251,2.682559803830827,74397.0,403.0,4.851835974399998,20.32559219957937,30.50763463479713,83.49444125259382,9845,1,24,n3u-agg-ns,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0 --router-kv-overlap-score-credit 0.8,0.7086715899999999,9.749487148159972,True,8242695faebc,16.03600487193506,8881.399999999941,24.65284018862043,40.56327759190978,64.43237138319999,9845,0,True,True,True,request-metrics/1789901101_alisachen-n3u-agg-ns-agentx-kvs3c08-c160.csv.gz,d036f0c684ddceca1538bf31fcb6b4672dd76ff7bb69d8cfeefc81f25ccf7ff6,158,0,0.010156408693885842,1395.560988735,49.83681498672924,95,0.7215224109999999,0.6742166089999999,214,11.0,False,True,6.666666666666667,237465.17148898967,2524.6250149983002
n3u-agg-ns-agentx-kvs3c08-c192,kvs3c08,192,hardware/n3u-agg-ns-agentx-kvs3c08-c192.json,gs://alisachen-models/perf/1789569414_alisachen-n3u-agg-ns-agentx-kvs3c08-c192/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c192_20260916_143711/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789569414_alisachen-n3u-agg-ns-agentx-kvs3c08-c192,agg,agentx-serving-perf-data,agg-20260916,1789569414_alisachen-n3u-agg-ns-agentx-kvs3c08-c192,False,False,11011.921190783736,108.86538221497428,2.911987237864478,75415.0,392.0,6.331731673199994,24.13803047107743,37.322807499444444,81.8470949149697,10687,3,24,n3u-agg-ns,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0 --router-kv-overlap-score-credit 0.8,0.866059928,12.100593392939988,True,6edbd7f57a3e,19.552276203779897,8255.199999999983,19.77954810155428,50.557272333305725,78.40733675509993,10687,0,True,False,False,request-metrics/n3u-agg-ns-agentx-kvs3c08-c192.csv.gz,1ac8fed089743cdb93a1edae2e4e1151932e90bdef6ebf441e4a75bd8c896560,185,0,0.02806361085126286,1634.789463893,64.07239519388544,107,0.893799005,0.816028775,244,11.0,False,False,8.0,264286.10857880965,2612.7691731593827
1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192,kvs3c08,192,hardware/1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192.json,gs://alisachen-models/perf/1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c192_20260919_221959/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192,agg,agentx-serving-perf-data,agg-np2-20260919,1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192,True,False,10991.659584761974,110.03900332318159,2.918253545225501,74851.0,394.0,6.196270750099995,24.913857520461004,37.98045041888073,81.92153532586369,10710,2,24,n3u-agg-ns2,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0 --router-kv-overlap-score-credit 0.8,0.815542235,11.62537111758,True,812b057c9055,19.267138915993538,8305.569999999996,19.73850825729107,50.66238983032656,77.84810931069997,10710,0,True,False,False,request-metrics/1789856381_alisachen-n3u-agg-ns2-agentx-kvs3c08-c192.csv.gz,408ac8a6c8b6129fb70aa7a05d056767cda78ab2de6b895dfc98431fa3dc2b2e,185,0,0.018670649738610903,1633.633659428,63.93377130704424,105,0.823007297,0.7561585809999999,245,11.0,False,False,8.0,263799.83003428736,2640.936079756358
1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256,kvs3c08,256,hardware/1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256.json,gs://alisachen-models/perf/1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c256_20260920_103312/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256,agg,agentx-serving-perf-data,agg-slo10-20260920,1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256,True,True,12327.855939955836,114.6950266752222,3.1433220569490268,81475.5,385.0,18.867838259,30.675300784964858,48.49184295360824,79.92881792320556,11536,3,24,n3u-agg-ns2,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 3.0 --router-kv-overlap-score-credit 0.8,4.686840751,26.340014721849997,True,c1ae09e76df3,26.488051260487143,8096.749999999987,9.177742253535875,108.95925951883576,111.92624944775,11536,0,False,False,False,request-metrics/1789900377_alisachen-n3u-agg-ns2-agentx-kvs3c08-c256.csv.gz,d74b6770e1072a25a3d43580b755ad4e70d123280674dad078a19d0ee1c506fd,244,0,0.025998786723286246,2016.190321782,105.87694133440016,156,7.121909025999999,1.3543465559999999,309,11.0,False,False,10.666666666666666,295868.54255894007,2752.6806402053326
1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160,kvs2c08,160,hardware/1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160.json,gs://alisachen-models/perf/1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c160_20260920_122029/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160,agg,agentx-serving-perf-data,agg-slo10-20260920,1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160,True,True,9270.263127683867,99.54475289900194,2.568391443545957,72187.5,402.0,7.163416690499999,22.539426919459462,36.18853511308644,79.07080529694738,9426,2,24,n3u-agg-ns2,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 2.0 --router-kv-overlap-score-credit 0.8,0.863030867,13.6179958085,True,9dd8ee2fe67c,17.80307161996904,8704.75,19.65891447538799,50.86750854183488,73.17765462474999,9426,0,True,False,False,request-metrics/1789906804_alisachen-n3u-agg-ns2-agentx-kvs2c08-c160.csv.gz,7bf6f116c341c20d8f8aba73c59a6b68dd32c75cc57fb68a657a1bcc379ee968,158,0,0.021213406873143825,1396.915618027,54.67935420626685,104,1.051795813,0.7702040469999999,212,10.0,False,False,6.666666666666667,222486.31506441283,2389.0740695760464
n3u-agg-ns-agentx-kvs2c08-c192,kvs2c08,192,hardware/n3u-agg-ns-agentx-kvs2c08-c192.json,gs://alisachen-models/perf/1789575514_alisachen-n3u-agg-ns-agentx-kvs2c08-c192/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c192_20260916_161904/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789575514_alisachen-n3u-agg-ns-agentx-kvs2c08-c192,agg,agentx-agg-kv-rr-data,agg-20260916,1789575514_alisachen-n3u-agg-ns-agentx-kvs2c08-c192,False,False,10240.793595581146,102.43347907529873,2.74822639635012,73443.0,393.0,8.11382578225,28.831646336839476,44.81036170826493,77.49422831549904,10086,3,24,n3u-agg-ns,--router-mode kv --router-temperature 0.0 --router-queue-policy fcfs --router-prefill-load-scale 2.0 --router-kv-overlap-score-credit 0.8,1.0969527454999999,14.474765176799997,True,ec80570c70b6,22.033096175572517,8114.099999999988,16.147698879860364,61.928328453487204,92.25105877725,10086,0,True,False,False,request-metrics/n3u-agg-ns-agentx-kvs2c08-c192.csv.gz,7950b7b97b7c895f51827d6bcebd0b6c4aa6e78b9a6deb5e56910095d67efd28,185,0,0.029735355337496282,,,,,,,,False,False,8.0,245779.0462939475,2458.4034978071695
1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160,kvt05,160,hardware/1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160.json,gs://alisachen-models/perf/1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160/Nemotron-3-Ultra-550B-A55B-NVFP4_trace_c160_20260920_135607/profile_export_aiperf.json,https://console.cloud.google.com/storage/browser/alisachen-models/perf/1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160,agg,agentx-serving-perf-data,agg-slo10-20260920,1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160,True,True,7419.070895599075,80.03961526213077,2.132151170815924,68910.0,390.0,19.169759897999988,40.86487155876224,69.13178081361816,62.39357968936422,7825,3,24,n3u-agg-ns,--router-mode kv --router-temperature 0.5 --router-queue-policy fcfs,3.508950812,27.83085871448002,True,27288bde66ec,27.6871530511277,8474.840000000024,7.890649847641735,126.73227418637367,126.26742924079997,7825,0,False,False,False,request-metrics/1789912551_alisachen-n3u-agg-ns-agentx-kvt05-c160.csv.gz,18ec937dd7e156d5c1755d18a876fb1fa72e48ad37a0f550c199ecd6d7631ecf,158,0,0.03832396525293817,1394.133944689,78.99761190393738,132,3.5772740009999997,1.4338786399999999,201,10.0,False,False,6.666666666666667,178057.7014943778,1920.9507662911383
