model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,encoder_latency,encoder_memory,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,cp,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
/tmp/n3u,96000,900,92000,40,1.642,20,40,461.438,26.62,24392.553,0,0.0,1.642,0.205,1475.972,184.497,37.566,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,252.932,0.022,1.0,19.0,96019.0,96000,19.0,sglang,0.5.14,gb300,0.0,184.497
/tmp/n3u,96000,900,92000,40,1.64,20,40,710.37,26.178,24244.223,0,0.0,1.64,0.205,1474.474,184.309,38.2,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,263.882,0.011,2.0,18.0,192018.0,192000,18.0,sglang,0.5.14,gb300,0.0,184.309
/tmp/n3u,96000,900,92000,32,1.4,16,32,428.063,24.937,22846.722,0,0.0,1.4,0.175,1258.807,157.351,40.101,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,232.971,0.018,1.0,15.0,96015.0,96000,15.0,sglang,0.5.14,gb300,0.0,157.351
/tmp/n3u,96000,900,92000,32,1.399,16,32,679.209,24.483,22689.809,0,0.0,1.399,0.175,1258.044,157.255,40.844,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,243.921,0.009,2.0,14.0,192014.0,192000,14.0,sglang,0.5.14,gb300,0.0,157.255
/tmp/n3u,96000,900,92000,30,1.348,15,30,419.672,24.263,22232.377,0,0.0,1.348,0.169,1212.221,151.528,41.215,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,227.981,0.017,1.0,14.0,96014.0,96000,14.0,sglang,0.5.14,gb300,0.0,151.528
/tmp/n3u,96000,900,92000,30,1.339,15,30,678.918,23.961,22219.603,0,0.0,1.339,0.167,1204.126,150.516,41.735,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,238.93,0.008,2.0,13.0,192013.0,192000,13.0,sglang,0.5.14,gb300,0.0,150.516
/tmp/n3u,96000,900,92000,28,1.304,14,28,411.292,23.405,21452.412,0,0.0,1.304,0.163,1171.98,146.497,42.726,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,222.99,0.016,1.0,13.0,96013.0,96000,13.0,sglang,0.5.14,gb300,0.0,146.497
/tmp/n3u,96000,900,92000,28,1.303,14,28,663.546,22.941,21287.834,0,0.0,1.303,0.163,1171.704,146.463,43.589,8,4,1,2,4,2,1,tp4pp1dp2etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,233.94,0.008,2.0,12.0,192012.0,192000,12.0,sglang,0.5.14,gb300,0.0,146.463
/tmp/n3u,96000,900,92000,28,1.303,14,28,683.46,22.926,21293.943,0,0.0,1.303,0.163,1170.975,146.372,43.619,8,4,1,2,8,1,1,tp4pp1dp2etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,233.94,0.008,2.0,12.0,192012.0,192000,12.0,sglang,0.5.14,gb300,0.0,146.372
/tmp/n3u,96000,900,92000,24,1.295,24,24,500.739,19.984,18466.158,0,0.0,1.295,0.162,1163.842,145.48,50.041,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,276.257,0.013,2.0,22.0,192022.0,192000,22.0,sglang,0.5.14,gb300,0.0,145.48
/tmp/n3u,96000,900,92000,20,1.204,20,20,479.277,17.834,16511.651,0,0.0,1.204,0.151,1082.575,135.322,56.074,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,256.296,0.011,2.0,18.0,192018.0,192000,18.0,sglang,0.5.14,gb300,0.0,135.322
/tmp/n3u,96000,900,92000,16,1.084,16,16,457.953,15.771,14636.337,0,0.0,1.084,0.136,974.694,121.837,63.406,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,236.335,0.009,2.0,14.0,192014.0,192000,14.0,sglang,0.5.14,gb300,0.0,121.83700000000002
/tmp/n3u,96000,900,92000,15,1.057,15,15,291.247,15.441,14172.568,0,0.0,1.057,0.132,950.552,118.819,64.763,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,220.395,0.017,1.0,14.0,96014.0,96000,14.0,sglang,0.5.14,gb300,0.0,118.81900000000002
/tmp/n3u,96000,900,92000,15,1.054,15,15,457.733,15.187,14110.437,0,0.0,1.054,0.132,947.47,118.434,65.848,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,231.344,0.008,2.0,13.0,192013.0,192000,13.0,sglang,0.5.14,gb300,0.0,118.434
/tmp/n3u,96000,900,92000,14,1.024,14,14,447.347,14.562,13538.691,0,0.0,1.024,0.128,920.552,115.069,68.671,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,226.354,0.008,2.0,12.0,192012.0,192000,12.0,sglang,0.5.14,gb300,0.0,115.06900000000002
/tmp/n3u,96000,900,92000,13,0.98,13,13,279.573,14.411,13235.395,0,0.0,0.98,0.123,881.207,110.151,69.39,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,210.414,0.014,1.0,12.0,96012.0,96000,12.0,sglang,0.5.14,gb300,0.0,110.151
/tmp/n3u,96000,900,92000,13,0.977,13,13,447.132,14.16,13177.004,0,0.0,0.977,0.122,877.977,109.747,70.621,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,221.364,0.007,2.0,11.0,192011.0,192000,11.0,sglang,0.5.14,gb300,0.0,109.747
/tmp/n3u,96000,900,92000,12,0.938,12,12,436.76,13.583,12648.21,0,0.0,0.938,0.117,843.226,105.403,73.619,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,216.374,0.007,2.0,10.0,192010.0,192000,10.0,sglang,0.5.14,gb300,0.0,105.403
/tmp/n3u,96000,900,92000,11,0.887,11,11,267.937,13.453,12362.094,0,0.0,0.887,0.111,797.36,99.67,74.333,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,200.434,0.012,1.0,10.0,96010.0,96000,10.0,sglang,0.5.14,gb300,0.0,99.67
/tmp/n3u,96000,900,92000,11,0.883,11,11,436.55,13.206,12309.075,0,0.0,0.883,0.11,793.962,99.245,75.721,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,211.383,0.006,2.0,9.0,192009.0,192000,9.0,sglang,0.5.14,gb300,0.0,99.245
/tmp/n3u,96000,900,92000,10,0.84,10,10,426.192,12.589,11743.266,0,0.0,0.84,0.105,755.415,94.427,79.437,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,206.393,0.006,2.0,8.0,192008.0,192000,8.0,sglang,0.5.14,gb300,0.0,94.427
/tmp/n3u,96000,900,92000,9,0.783,9,9,256.34,12.433,11433.939,0,0.0,0.783,0.098,704.356,88.045,80.429,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,190.453,0.01,1.0,8.0,96008.0,96000,8.0,sglang,0.5.14,gb300,0.0,88.045
/tmp/n3u,96000,900,92000,9,0.78,9,9,425.999,12.193,11387.185,0,0.0,0.78,0.097,700.8,87.6,82.017,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,201.403,0.005,2.0,7.0,192007.0,192000,7.0,sglang,0.5.14,gb300,0.0,87.6
/tmp/n3u,96000,900,92000,8,0.72,8,8,415.668,11.717,10949.121,0,0.0,0.72,0.09,646.861,80.858,85.347,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,196.412,0.004,2.0,6.0,192006.0,192000,6.0,sglang,0.5.14,gb300,0.0,80.858
/tmp/n3u,96000,900,92000,7,0.676,7,7,244.805,11.174,10290.484,0,0.0,0.676,0.084,607.599,75.95,89.491,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,180.472,0.008,1.0,6.0,96006.0,96000,6.0,sglang,0.5.14,gb300,0.0,75.95
/tmp/n3u,96000,900,92000,7,0.672,7,7,415.48,10.94,10250.442,0,0.0,0.672,0.084,603.871,75.484,91.409,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,191.422,0.004,2.0,5.0,192005.0,192000,5.0,sglang,0.5.14,gb300,0.0,75.484
/tmp/n3u,96000,900,92000,6,0.624,6,6,405.163,10.257,9625.811,0,0.0,0.624,0.078,560.966,70.121,97.499,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,186.432,0.003,2.0,4.0,192004.0,192000,4.0,sglang,0.5.14,gb300,0.0,70.121
/tmp/n3u,96000,900,92000,5,0.564,5,5,233.306,9.514,8786.761,0,0.0,0.564,0.07,506.895,63.362,105.104,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,170.492,0.006,1.0,4.0,96004.0,96000,4.0,sglang,0.5.14,gb300,0.0,63.362
/tmp/n3u,96000,900,92000,5,0.559,5,5,404.953,9.503,8947.737,0,0.0,0.559,0.07,502.896,62.862,105.235,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,181.441,0.003,2.0,3.0,192003.0,192000,3.0,sglang,0.5.14,gb300,0.0,62.862
/tmp/n3u,96000,900,92000,4,0.487,4,4,394.624,8.91,8404.443,0,0.0,0.487,0.061,437.886,54.736,112.237,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,176.451,0.002,2.0,2.0,192002.0,192000,2.0,sglang,0.5.14,gb300,0.0,54.736
/tmp/n3u,96000,900,92000,4,0.486,4,4,227.542,8.808,8146.214,0,0.0,0.486,0.061,436.723,54.59,113.529,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,165.501,0.004,1.0,3.0,96003.0,96000,3.0,sglang,0.5.14,gb300,0.0,54.59
/tmp/n3u,96000,900,92000,3,0.409,3,3,221.789,7.93,7351.114,0,0.0,0.409,0.051,367.279,45.91,126.099,8,8,1,1,8,1,1,tp8pp1dp1etp8ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,160.511,0.003,1.0,2.0,96002.0,96000,2.0,sglang,0.5.14,gb300,0.0,45.91
/tmp/n3u,96000,900,92000,2,0.311,2,2,210.857,7.035,6535.553,0,0.0,0.311,0.039,279.504,34.938,142.141,8,8,1,1,4,2,1,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,155.521,0.002,1.0,1.0,96001.0,96000,1.0,sglang,0.5.14,gb300,0.0,34.938
/tmp/n3u,96000,900,92000,1,0.187,1,1,204.788,5.819,5435.683,0,0.0,0.187,0.023,168.394,21.049,171.863,8,8,1,1,4,2,1,tp8pp1dp1etp4ep2,bfloat16,bfloat16,bfloat16,bfloat16,half,150.531,0.001,1.0,1.0,96000.0,96000,1.0,sglang,0.5.14,gb300,0.0,21.049
